CompteurTemps	Temps	Cx0	Cy0	
66578	599.193	-0.128291	-3.83251	
66579	599.202	-0.128291	-3.83251	
66580	599.211	-0.128292	-3.83251	
66581	599.22	-0.128205	-3.83241	
66582	599.229	-0.128219	-3.83254	
66583	599.238	-0.128217	-3.83255	
66584	599.247	-0.128215	-3.83255	
66585	599.256	-0.128215	-3.83255	
66586	599.265	-0.128311	-3.83268	
66587	599.274	-0.12829	-3.83251	
66588	599.283	-0.12829	-3.83251	
66589	599.292	-0.128291	-3.83251	
66590	599.301	-0.128291	-3.83251	
66591	599.31	-0.128206	-3.83241	
66592	599.319	-0.128219	-3.83254	
66593	599.328	-0.128217	-3.83255	
66594	599.337	-0.128215	-3.83255	
66595	599.346	-0.128214	-3.83255	
66596	599.355	-0.12831	-3.83268	
66597	599.364	-0.12829	-3.83251	
66598	599.373	-0.12829	-3.83251	
66599	599.382	-0.128291	-3.83251	
66600	599.391	-0.128291	-3.83251	
66601	599.4	-0.128205	-3.83241	
66602	599.409	-0.128219	-3.83254	
66603	599.418	-0.128216	-3.83255	
66604	599.427	-0.128215	-3.83255	
66605	599.436	-0.128215	-3.83255	
66606	599.445	-0.128311	-3.83268	
66607	599.454	-0.12829	-3.83251	
66608	599.463	-0.12829	-3.83251	
66609	599.472	-0.128291	-3.83251	
66610	599.481	-0.128291	-3.83251	
66611	599.49	-0.128206	-3.83241	
66612	599.499	-0.128219	-3.83254	
66613	599.508	-0.128217	-3.83255	
66614	599.517	-0.128215	-3.83255	
66615	599.526	-0.128215	-3.83255	
66616	599.535	-0.12831	-3.83268	
66617	599.544	-0.12829	-3.83251	
66618	599.553	-0.12829	-3.83251	
66619	599.562	-0.128291	-3.83251	
66620	599.571	-0.128291	-3.83251	
66621	599.58	-0.128205	-3.83241	
66622	599.589	-0.128219	-3.83254	
66623	599.598	-0.128217	-3.83255	
66624	599.607	-0.128215	-3.83255	
66625	599.616	-0.128215	-3.83255	
66626	599.625	-0.12831	-3.83268	
66627	599.634	-0.12829	-3.83251	
66628	599.643	-0.12829	-3.83251	
66629	599.652	-0.128291	-3.83251	
66630	599.661	-0.128291	-3.83251	
66631	599.67	-0.128205	-3.83241	
66632	599.679	-0.128219	-3.83254	
66633	599.688	-0.128216	-3.83255	
66634	599.697	-0.128215	-3.83255	
66635	599.706	-0.128215	-3.83255	
66636	599.715	-0.128311	-3.83268	
66637	599.724	-0.12829	-3.83251	
66638	599.733	-0.12829	-3.83251	
66639	599.742	-0.128291	-3.83251	
66640	599.751	-0.128291	-3.83251	
66641	599.76	-0.128206	-3.83241	
66642	599.769	-0.128219	-3.83254	
66643	599.778	-0.128216	-3.83255	
66644	599.787	-0.128215	-3.83255	
66645	599.796	-0.128215	-3.83255	
66646	599.805	-0.12831	-3.83268	
66647	599.814	-0.12829	-3.83251	
66648	599.823	-0.12829	-3.83251	
66649	599.832	-0.128291	-3.83251	
66650	599.841	-0.128291	-3.83251	
66651	599.85	-0.128206	-3.83241	
66652	599.859	-0.128219	-3.83254	
66653	599.868	-0.128216	-3.83255	
66654	599.877	-0.128215	-3.83255	
66655	599.886	-0.128214	-3.83255	
66656	599.895	-0.128311	-3.83268	
66657	599.904	-0.12829	-3.83251	
66658	599.913	-0.12829	-3.83251	
66659	599.922	-0.128291	-3.83251	
66660	599.931	-0.128291	-3.83251	
66661	599.94	-0.128205	-3.83241	
66662	599.949	-0.128219	-3.83254	
66663	599.958	-0.128217	-3.83255	
66664	599.967	-0.128215	-3.83255	
66665	599.976	-0.128214	-3.83255	
66666	599.985	-0.12831	-3.83268	
66667	599.994	-0.12829	-3.83251	
66668	600.003	-0.12829	-3.83251	
66669	600.012	-0.128291	-3.83251	
66670	600.021	-0.128291	-3.83251	
66671	600.03	-0.128205	-3.83241	
66672	600.039	-0.128219	-3.83254	
66673	600.048	-0.128217	-3.83255	
66674	600.057	-0.128215	-3.83255	
66675	600.066	-0.128215	-3.83255	
66676	600.075	-0.12831	-3.83268	
66677	600.084	-0.12829	-3.83251	
66678	600.093	-0.12829	-3.83251	
66679	600.102	-0.128291	-3.83251	
66680	600.111	-0.128291	-3.83251	
66681	600.12	-0.128205	-3.83241	
66682	600.129	-0.128219	-3.83254	
66683	600.138	-0.128216	-3.83255	
66684	600.147	-0.128215	-3.83255	
66685	600.156	-0.128215	-3.83255	
66686	600.165	-0.12831	-3.83268	
66687	600.174	-0.12829	-3.83251	
66688	600.183	-0.12829	-3.83251	
66689	600.192	-0.128291	-3.83251	
66690	600.201	-0.128291	-3.83251	
66691	600.21	-0.128205	-3.83241	
66692	600.219	-0.128219	-3.83254	
66693	600.228	-0.128216	-3.83255	
66694	600.237	-0.128215	-3.83255	
66695	600.246	-0.128214	-3.83255	
66696	600.255	-0.128311	-3.83268	
66697	600.264	-0.12829	-3.83251	
66698	600.273	-0.12829	-3.83251	
66699	600.282	-0.128291	-3.83251	
66700	600.291	-0.128291	-3.83251	
66701	600.3	-0.128205	-3.83241	
66702	600.309	-0.128219	-3.83254	
66703	600.318	-0.128217	-3.83255	
66704	600.327	-0.128215	-3.83255	
66705	600.336	-0.128215	-3.83255	
66706	600.345	-0.128311	-3.83268	
66707	600.354	-0.12829	-3.83251	
66708	600.363	-0.12829	-3.83251	
66709	600.372	-0.128291	-3.83251	
66710	600.381	-0.128291	-3.83251	
66711	600.39	-0.128206	-3.83241	
66712	600.399	-0.128219	-3.83254	
66713	600.408	-0.128217	-3.83255	
66714	600.417	-0.128215	-3.83255	
66715	600.426	-0.128215	-3.83255	
66716	600.435	-0.128311	-3.83268	
66717	600.444	-0.12829	-3.83251	
66718	600.453	-0.12829	-3.83251	
66719	600.462	-0.128291	-3.83251	
66720	600.471	-0.128291	-3.83251	
66721	600.48	-0.128205	-3.83241	
66722	600.489	-0.128219	-3.83254	
66723	600.498	-0.128216	-3.83255	
66724	600.507	-0.128215	-3.83255	
66725	600.516	-0.128214	-3.83255	
66726	600.525	-0.12831	-3.83268	
66727	600.534	-0.12829	-3.83251	
66728	600.543	-0.12829	-3.83251	
66729	600.552	-0.128291	-3.83251	
66730	600.561	-0.128291	-3.83251	
66731	600.57	-0.128205	-3.83241	
66732	600.579	-0.128219	-3.83254	
66733	600.588	-0.128217	-3.83255	
66734	600.597	-0.128215	-3.83255	
66735	600.606	-0.128214	-3.83255	
66736	600.615	-0.128311	-3.83268	
66737	600.624	-0.12829	-3.83251	
66738	600.633	-0.12829	-3.83251	
66739	600.642	-0.128291	-3.83251	
66740	600.651	-0.128291	-3.83251	
66741	600.66	-0.128205	-3.83241	
66742	600.669	-0.128219	-3.83254	
66743	600.678	-0.128216	-3.83255	
66744	600.687	-0.128215	-3.83255	
66745	600.696	-0.128214	-3.83255	
66746	600.705	-0.12831	-3.83268	
66747	600.714	-0.12829	-3.83251	
66748	600.723	-0.12829	-3.83251	
66749	600.732	-0.128291	-3.83251	
66750	600.741	-0.128292	-3.83251	
66751	600.75	-0.128205	-3.83241	
66752	600.759	-0.128219	-3.83254	
66753	600.768	-0.128217	-3.83255	
66754	600.777	-0.128215	-3.83255	
66755	600.786	-0.128214	-3.83255	
66756	600.795	-0.128311	-3.83268	
66757	600.804	-0.12829	-3.83251	
66758	600.813	-0.12829	-3.83251	
66759	600.822	-0.128291	-3.83251	
66760	600.831	-0.128291	-3.83251	
66761	600.84	-0.128206	-3.83241	
66762	600.849	-0.128219	-3.83254	
66763	600.858	-0.128216	-3.83255	
66764	600.867	-0.128215	-3.83255	
66765	600.876	-0.128215	-3.83255	
66766	600.885	-0.12831	-3.83268	
66767	600.894	-0.12829	-3.83251	
66768	600.903	-0.12829	-3.83251	
66769	600.912	-0.12829	-3.83251	
66770	600.921	-0.128292	-3.83251	
66771	600.93	-0.128205	-3.83241	
66772	600.939	-0.128219	-3.83254	
66773	600.948	-0.128217	-3.83255	
66774	600.957	-0.128215	-3.83255	
66775	600.966	-0.128214	-3.83255	
66776	600.975	-0.128311	-3.83268	
66777	600.984	-0.12829	-3.83251	
66778	600.993	-0.12829	-3.83251	
66779	601.002	-0.128291	-3.83251	
66780	601.011	-0.128291	-3.83251	
66781	601.02	-0.128205	-3.83241	
66782	601.029	-0.128219	-3.83254	
66783	601.038	-0.128217	-3.83255	
66784	601.047	-0.128215	-3.83255	
66785	601.056	-0.128214	-3.83255	
66786	601.065	-0.128311	-3.83268	
66787	601.074	-0.12829	-3.83251	
66788	601.083	-0.12829	-3.83251	
66789	601.092	-0.128291	-3.83251	
66790	601.101	-0.128291	-3.83251	
66791	601.11	-0.128206	-3.83241	
66792	601.119	-0.128219	-3.83254	
66793	601.128	-0.128216	-3.83255	
66794	601.137	-0.128216	-3.83255	
66795	601.146	-0.128214	-3.83255	
66796	601.155	-0.12831	-3.83268	
66797	601.164	-0.12829	-3.83251	
66798	601.173	-0.12829	-3.83251	
66799	601.182	-0.128291	-3.83251	
66800	601.191	-0.128291	-3.83251	
66801	601.2	-0.128205	-3.83241	
66802	601.209	-0.128219	-3.83254	
66803	601.218	-0.128217	-3.83255	
66804	601.227	-0.128215	-3.83255	
66805	601.236	-0.128215	-3.83255	
66806	601.245	-0.12831	-3.83268	
66807	601.254	-0.12829	-3.83251	
66808	601.263	-0.12829	-3.83251	
66809	601.272	-0.128291	-3.83251	
66810	601.281	-0.128291	-3.83251	
66811	601.29	-0.128205	-3.83241	
66812	601.299	-0.128219	-3.83254	
66813	601.308	-0.128217	-3.83255	
66814	601.317	-0.128215	-3.83255	
66815	601.326	-0.128214	-3.83255	
66816	601.335	-0.12831	-3.83268	
66817	601.344	-0.12829	-3.83251	
66818	601.353	-0.12829	-3.83251	
66819	601.362	-0.128291	-3.83251	
66820	601.371	-0.128291	-3.83251	
66821	601.38	-0.128206	-3.83241	
66822	601.389	-0.128219	-3.83254	
66823	601.398	-0.128217	-3.83255	
66824	601.407	-0.128215	-3.83255	
66825	601.416	-0.128214	-3.83255	
66826	601.425	-0.128311	-3.83268	
66827	601.434	-0.12829	-3.83251	
66828	601.443	-0.12829	-3.83251	
66829	601.452	-0.128291	-3.83251	
66830	601.461	-0.128291	-3.83251	
66831	601.47	-0.128206	-3.83241	
66832	601.479	-0.128218	-3.83254	
66833	601.488	-0.128217	-3.83255	
66834	601.497	-0.128215	-3.83255	
66835	601.506	-0.128215	-3.83255	
66836	601.515	-0.12831	-3.83268	
66837	601.524	-0.12829	-3.83251	
66838	601.533	-0.12829	-3.83251	
66839	601.542	-0.12829	-3.83251	
66840	601.551	-0.128292	-3.83251	
66841	601.56	-0.128205	-3.83241	
66842	601.569	-0.128219	-3.83254	
66843	601.578	-0.128216	-3.83255	
66844	601.587	-0.128215	-3.83255	
66845	601.596	-0.128215	-3.83255	
66846	601.605	-0.128311	-3.83268	
66847	601.614	-0.12829	-3.83251	
66848	601.623	-0.12829	-3.83251	
66849	601.632	-0.128291	-3.83251	
66850	601.641	-0.128291	-3.83251	
66851	601.65	-0.128205	-3.83241	
66852	601.659	-0.128219	-3.83254	
66853	601.668	-0.128217	-3.83255	
66854	601.677	-0.128215	-3.83255	
66855	601.686	-0.128215	-3.83255	
66856	601.695	-0.12831	-3.83268	
66857	601.704	-0.12829	-3.83251	
66858	601.713	-0.128291	-3.83251	
66859	601.722	-0.128291	-3.83251	
66860	601.731	-0.128291	-3.83251	
66861	601.74	-0.128205	-3.83241	
66862	601.749	-0.128219	-3.83254	
66863	601.758	-0.128217	-3.83255	
66864	601.767	-0.128215	-3.83255	
66865	601.776	-0.128215	-3.83255	
66866	601.785	-0.128311	-3.83268	
66867	601.794	-0.12829	-3.83251	
66868	601.803	-0.12829	-3.83251	
66869	601.812	-0.128291	-3.83251	
66870	601.821	-0.128291	-3.83251	
66871	601.83	-0.128205	-3.83241	
66872	601.839	-0.128219	-3.83254	
66873	601.848	-0.128217	-3.83255	
66874	601.857	-0.128215	-3.83255	
66875	601.866	-0.128214	-3.83255	
66876	601.875	-0.128311	-3.83268	
66877	601.884	-0.12829	-3.83251	
66878	601.893	-0.12829	-3.83251	
66879	601.902	-0.128291	-3.83251	
66880	601.911	-0.128291	-3.83251	
66881	601.92	-0.128206	-3.83241	
66882	601.929	-0.128219	-3.83254	
66883	601.938	-0.128217	-3.83255	
66884	601.947	-0.128215	-3.83255	
66885	601.956	-0.128214	-3.83255	
66886	601.965	-0.128311	-3.83268	
66887	601.974	-0.12829	-3.83251	
66888	601.983	-0.12829	-3.83251	
66889	601.992	-0.128291	-3.83251	
66890	602.001	-0.128291	-3.83251	
66891	602.01	-0.128206	-3.83241	
66892	602.019	-0.128219	-3.83254	
66893	602.028	-0.128216	-3.83255	
66894	602.037	-0.128215	-3.83255	
66895	602.046	-0.128215	-3.83255	
66896	602.055	-0.128311	-3.83268	
66897	602.064	-0.12829	-3.83251	
66898	602.073	-0.12829	-3.83251	
66899	602.082	-0.128291	-3.83251	
66900	602.091	-0.128291	-3.83251	
66901	602.1	-0.128205	-3.83241	
66902	602.109	-0.128219	-3.83254	
66903	602.118	-0.128216	-3.83255	
66904	602.127	-0.128215	-3.83255	
66905	602.136	-0.128214	-3.83255	
66906	602.145	-0.12831	-3.83268	
66907	602.154	-0.12829	-3.83251	
66908	602.163	-0.12829	-3.83251	
66909	602.172	-0.128291	-3.83251	
66910	602.181	-0.128292	-3.83251	
66911	602.19	-0.128205	-3.83241	
66912	602.199	-0.128219	-3.83254	
66913	602.208	-0.128217	-3.83255	
66914	602.217	-0.128215	-3.83255	
66915	602.226	-0.128214	-3.83255	
66916	602.235	-0.128311	-3.83268	
66917	602.244	-0.12829	-3.83251	
66918	602.253	-0.12829	-3.83251	
66919	602.262	-0.128291	-3.83251	
66920	602.271	-0.128291	-3.83251	
66921	602.28	-0.128205	-3.83241	
66922	602.289	-0.128219	-3.83254	
66923	602.298	-0.128217	-3.83255	
66924	602.307	-0.128215	-3.83255	
66925	602.316	-0.128214	-3.83255	
66926	602.325	-0.128311	-3.83268	
66927	602.334	-0.12829	-3.83251	
66928	602.343	-0.12829	-3.83251	
66929	602.352	-0.128291	-3.83251	
66930	602.361	-0.128292	-3.83251	
66931	602.37	-0.128206	-3.83241	
66932	602.379	-0.128219	-3.83254	
66933	602.388	-0.128217	-3.83255	
66934	602.397	-0.128215	-3.83255	
66935	602.406	-0.128214	-3.83255	
66936	602.415	-0.12831	-3.83268	
66937	602.424	-0.128291	-3.83251	
66938	602.433	-0.12829	-3.83251	
66939	602.442	-0.128291	-3.83251	
66940	602.451	-0.128292	-3.83251	
66941	602.46	-0.128205	-3.83241	
66942	602.469	-0.128219	-3.83254	
66943	602.478	-0.128217	-3.83255	
66944	602.487	-0.128215	-3.83255	
66945	602.496	-0.128215	-3.83255	
66946	602.505	-0.12831	-3.83268	
66947	602.514	-0.12829	-3.83251	
66948	602.523	-0.128291	-3.83251	
66949	602.532	-0.128291	-3.83251	
66950	602.541	-0.128291	-3.83251	
66951	602.55	-0.128205	-3.83241	
66952	602.559	-0.128219	-3.83254	
66953	602.568	-0.128217	-3.83255	
66954	602.577	-0.128215	-3.83255	
66955	602.586	-0.128215	-3.83255	
66956	602.595	-0.12831	-3.83268	
66957	602.604	-0.128291	-3.83251	
66958	602.613	-0.12829	-3.83251	
66959	602.622	-0.128291	-3.83251	
66960	602.631	-0.128291	-3.83251	
66961	602.64	-0.128206	-3.83241	
66962	602.649	-0.128219	-3.83254	
66963	602.658	-0.128216	-3.83255	
66964	602.667	-0.128215	-3.83255	
66965	602.676	-0.128215	-3.83255	
66966	602.685	-0.128311	-3.83268	
66967	602.694	-0.12829	-3.83251	
66968	602.703	-0.12829	-3.83251	
66969	602.712	-0.128291	-3.83251	
66970	602.721	-0.128292	-3.83251	
66971	602.73	-0.128205	-3.83241	
66972	602.739	-0.128219	-3.83254	
66973	602.748	-0.128217	-3.83255	
66974	602.757	-0.128215	-3.83255	
66975	602.766	-0.128215	-3.83255	
66976	602.775	-0.128311	-3.83268	
66977	602.784	-0.12829	-3.83251	
66978	602.793	-0.12829	-3.83251	
66979	602.802	-0.128291	-3.83251	
66980	602.811	-0.128292	-3.83251	
66981	602.82	-0.128205	-3.83241	
66982	602.829	-0.128219	-3.83254	
66983	602.838	-0.128217	-3.83255	
66984	602.847	-0.128215	-3.83255	
66985	602.856	-0.128215	-3.83255	
66986	602.865	-0.12831	-3.83268	
66987	602.874	-0.12829	-3.83251	
66988	602.883	-0.12829	-3.83251	
66989	602.892	-0.128291	-3.83251	
66990	602.901	-0.128291	-3.83251	
66991	602.91	-0.128206	-3.83241	
66992	602.919	-0.128219	-3.83254	
66993	602.928	-0.128216	-3.83255	
66994	602.937	-0.128215	-3.83255	
66995	602.946	-0.128214	-3.83255	
66996	602.955	-0.128311	-3.83268	
66997	602.964	-0.12829	-3.83251	
66998	602.973	-0.12829	-3.83251	
66999	602.982	-0.128291	-3.83251	
67000	602.991	-0.128291	-3.83251	
67001	603	-0.128205	-3.83241	
67002	603.009	-0.128219	-3.83254	
67003	603.018	-0.128216	-3.83255	
67004	603.027	-0.128215	-3.83255	
67005	603.036	-0.128215	-3.83255	
67006	603.045	-0.128311	-3.83268	
67007	603.054	-0.12829	-3.83251	
67008	603.063	-0.12829	-3.83251	
67009	603.072	-0.128291	-3.83251	
67010	603.081	-0.128291	-3.83251	
67011	603.09	-0.128205	-3.83241	
67012	603.099	-0.128219	-3.83254	
67013	603.108	-0.128217	-3.83255	
67014	603.117	-0.128215	-3.83255	
67015	603.126	-0.128215	-3.83255	
67016	603.135	-0.128311	-3.83268	
67017	603.144	-0.12829	-3.83251	
67018	603.153	-0.12829	-3.83251	
67019	603.162	-0.128291	-3.83251	
67020	603.171	-0.128291	-3.83251	
67021	603.18	-0.128206	-3.83241	
67022	603.189	-0.128219	-3.83254	
67023	603.198	-0.128217	-3.83255	
67024	603.207	-0.128215	-3.83255	
67025	603.216	-0.128215	-3.83255	
67026	603.225	-0.12831	-3.83268	
67027	603.234	-0.12829	-3.83251	
67028	603.243	-0.12829	-3.83251	
67029	603.252	-0.128291	-3.83251	
67030	603.261	-0.128291	-3.83251	
67031	603.27	-0.128206	-3.83241	
67032	603.279	-0.128219	-3.83254	
67033	603.288	-0.128217	-3.83255	
67034	603.297	-0.128215	-3.83255	
67035	603.306	-0.128214	-3.83255	
67036	603.315	-0.128311	-3.83268	
67037	603.324	-0.12829	-3.83251	
67038	603.333	-0.12829	-3.83251	
67039	603.342	-0.128291	-3.83251	
67040	603.351	-0.128291	-3.83251	
67041	603.36	-0.128206	-3.83241	
67042	603.369	-0.128219	-3.83254	
67043	603.378	-0.128217	-3.83255	
67044	603.387	-0.128215	-3.83255	
67045	603.396	-0.128214	-3.83255	
67046	603.405	-0.128311	-3.83268	
67047	603.414	-0.12829	-3.83251	
67048	603.423	-0.12829	-3.83251	
67049	603.432	-0.128291	-3.83251	
67050	603.441	-0.128291	-3.83251	
67051	603.45	-0.128206	-3.83241	
67052	603.459	-0.128219	-3.83254	
67053	603.468	-0.128217	-3.83255	
67054	603.477	-0.128215	-3.83255	
67055	603.486	-0.128215	-3.83255	
67056	603.495	-0.12831	-3.83268	
67057	603.504	-0.12829	-3.83251	
67058	603.513	-0.12829	-3.83251	
67059	603.522	-0.128291	-3.83251	
67060	603.531	-0.128292	-3.83251	
67061	603.54	-0.128205	-3.83241	
67062	603.549	-0.128219	-3.83254	
67063	603.558	-0.128217	-3.83255	
67064	603.567	-0.128215	-3.83255	
67065	603.576	-0.128215	-3.83255	
67066	603.585	-0.128311	-3.83268	
67067	603.594	-0.12829	-3.83251	
67068	603.603	-0.12829	-3.83251	
67069	603.612	-0.128291	-3.83251	
67070	603.621	-0.128291	-3.83251	
67071	603.63	-0.128205	-3.83241	
67072	603.639	-0.128219	-3.83254	
67073	603.648	-0.128217	-3.83255	
67074	603.657	-0.128216	-3.83255	
67075	603.666	-0.128214	-3.83255	
67076	603.675	-0.128311	-3.83268	
67077	603.684	-0.12829	-3.83251	
67078	603.693	-0.12829	-3.83251	
67079	603.702	-0.128291	-3.83251	
67080	603.711	-0.128291	-3.83251	
67081	603.72	-0.128206	-3.83241	
67082	603.729	-0.128219	-3.83254	
67083	603.738	-0.128217	-3.83255	
67084	603.747	-0.128215	-3.83255	
67085	603.756	-0.128215	-3.83255	
67086	603.765	-0.12831	-3.83268	
67087	603.774	-0.12829	-3.83251	
67088	603.783	-0.12829	-3.83251	
67089	603.792	-0.128291	-3.83251	
67090	603.801	-0.128291	-3.83251	
67091	603.81	-0.128206	-3.83241	
67092	603.819	-0.128219	-3.83254	
67093	603.828	-0.128217	-3.83255	
67094	603.837	-0.128215	-3.83255	
67095	603.846	-0.128214	-3.83255	
67096	603.855	-0.128311	-3.83268	
67097	603.864	-0.12829	-3.83251	
67098	603.873	-0.12829	-3.83251	
67099	603.882	-0.128291	-3.83251	
67100	603.891	-0.128291	-3.83251	
67101	603.9	-0.128206	-3.83241	
67102	603.909	-0.128219	-3.83254	
67103	603.918	-0.128217	-3.83255	
67104	603.927	-0.128215	-3.83255	
67105	603.936	-0.128214	-3.83255	
67106	603.945	-0.12831	-3.83268	
67107	603.954	-0.128291	-3.83251	
67108	603.963	-0.12829	-3.83251	
67109	603.972	-0.128291	-3.83251	
67110	603.981	-0.128291	-3.83251	
67111	603.99	-0.128205	-3.83241	
67112	603.999	-0.128219	-3.83254	
67113	604.008	-0.128217	-3.83255	
67114	604.017	-0.128215	-3.83255	
67115	604.026	-0.128214	-3.83255	
67116	604.035	-0.128311	-3.83268	
67117	604.044	-0.12829	-3.83251	
67118	604.053	-0.12829	-3.83251	
67119	604.062	-0.128291	-3.83251	
67120	604.071	-0.128292	-3.83251	
67121	604.08	-0.128205	-3.83241	
67122	604.089	-0.128219	-3.83254	
67123	604.098	-0.128217	-3.83255	
67124	604.107	-0.128215	-3.83255	
67125	604.116	-0.128215	-3.83255	
67126	604.125	-0.12831	-3.83268	
67127	604.134	-0.12829	-3.83251	
67128	604.143	-0.12829	-3.83251	
67129	604.152	-0.128291	-3.83251	
67130	604.161	-0.128291	-3.83251	
67131	604.17	-0.128206	-3.83241	
67132	604.179	-0.128219	-3.83254	
67133	604.188	-0.128217	-3.83255	
67134	604.197	-0.128215	-3.83255	
67135	604.206	-0.128215	-3.83255	
67136	604.215	-0.128311	-3.83268	
67137	604.224	-0.12829	-3.83251	
67138	604.233	-0.12829	-3.83251	
67139	604.242	-0.128291	-3.83251	
67140	604.251	-0.128291	-3.83251	
67141	604.26	-0.128206	-3.83241	
67142	604.269	-0.128219	-3.83254	
67143	604.278	-0.128217	-3.83255	
67144	604.287	-0.128216	-3.83255	
67145	604.296	-0.128214	-3.83255	
67146	604.305	-0.12831	-3.83268	
67147	604.314	-0.12829	-3.83251	
67148	604.323	-0.12829	-3.83251	
67149	604.332	-0.128291	-3.83251	
67150	604.341	-0.128292	-3.83251	
67151	604.35	-0.128205	-3.83241	
67152	604.359	-0.128219	-3.83254	
67153	604.368	-0.128217	-3.83255	
67154	604.377	-0.128215	-3.83255	
67155	604.386	-0.128214	-3.83255	
67156	604.395	-0.128311	-3.83268	
67157	604.404	-0.12829	-3.83251	
67158	604.413	-0.12829	-3.83251	
67159	604.422	-0.128291	-3.83251	
67160	604.431	-0.128291	-3.83251	
67161	604.44	-0.128205	-3.83241	
67162	604.449	-0.128219	-3.83254	
67163	604.458	-0.128217	-3.83255	
67164	604.467	-0.128215	-3.83255	
67165	604.476	-0.128214	-3.83255	
67166	604.485	-0.128311	-3.83268	
67167	604.494	-0.12829	-3.83251	
67168	604.503	-0.12829	-3.83251	
67169	604.512	-0.128291	-3.83251	
67170	604.521	-0.128291	-3.83251	
67171	604.53	-0.128206	-3.83241	
67172	604.539	-0.128219	-3.83254	
67173	604.548	-0.128217	-3.83255	
67174	604.557	-0.128215	-3.83255	
67175	604.566	-0.128214	-3.83255	
67176	604.575	-0.128311	-3.83268	
67177	604.584	-0.12829	-3.83251	
67178	604.593	-0.12829	-3.83251	
67179	604.602	-0.128291	-3.83251	
67180	604.611	-0.128292	-3.83251	
67181	604.62	-0.128205	-3.83241	
67182	604.629	-0.128219	-3.83254	
67183	604.638	-0.128217	-3.83255	
67184	604.647	-0.128215	-3.83255	
67185	604.656	-0.128215	-3.83255	
67186	604.665	-0.128311	-3.83268	
67187	604.674	-0.12829	-3.83251	
67188	604.683	-0.12829	-3.83251	
67189	604.692	-0.128291	-3.83251	
67190	604.701	-0.128291	-3.83251	
67191	604.71	-0.128205	-3.83241	
67192	604.719	-0.128219	-3.83254	
67193	604.728	-0.128216	-3.83255	
67194	604.737	-0.128215	-3.83255	
67195	604.746	-0.128215	-3.83255	
67196	604.755	-0.12831	-3.83268	
67197	604.764	-0.12829	-3.83251	
67198	604.773	-0.128291	-3.83251	
67199	604.782	-0.128291	-3.83251	
67200	604.791	-0.128292	-3.83251	
67201	604.8	-0.128205	-3.83241	
67202	604.809	-0.128219	-3.83254	
67203	604.818	-0.128217	-3.83255	
67204	604.827	-0.128216	-3.83255	
67205	604.836	-0.128214	-3.83255	
67206	604.845	-0.12831	-3.83268	
67207	604.854	-0.128291	-3.83251	
67208	604.863	-0.12829	-3.83251	
67209	604.872	-0.128291	-3.83251	
67210	604.881	-0.128292	-3.83251	
67211	604.89	-0.128206	-3.83241	
67212	604.899	-0.128219	-3.83254	
67213	604.908	-0.128217	-3.83255	
67214	604.917	-0.128215	-3.83255	
67215	604.926	-0.128215	-3.83255	
67216	604.935	-0.128311	-3.83268	
67217	604.944	-0.12829	-3.83251	
67218	604.953	-0.12829	-3.83251	
67219	604.962	-0.128291	-3.83251	
67220	604.971	-0.128291	-3.83251	
67221	604.98	-0.128206	-3.83241	
67222	604.989	-0.128219	-3.83254	
67223	604.998	-0.128217	-3.83255	
67224	605.007	-0.128215	-3.83255	
67225	605.016	-0.128215	-3.83255	
67226	605.025	-0.128311	-3.83268	
67227	605.034	-0.12829	-3.83251	
67228	605.043	-0.12829	-3.83251	
67229	605.052	-0.128292	-3.83251	
67230	605.061	-0.128291	-3.83251	
67231	605.07	-0.128205	-3.83241	
67232	605.079	-0.128219	-3.83254	
67233	605.088	-0.128216	-3.83255	
67234	605.097	-0.128215	-3.83255	
67235	605.106	-0.128215	-3.83255	
67236	605.115	-0.128311	-3.83268	
67237	605.124	-0.12829	-3.83251	
67238	605.133	-0.12829	-3.83251	
67239	605.142	-0.128291	-3.83251	
67240	605.151	-0.128291	-3.83251	
67241	605.16	-0.128205	-3.83241	
67242	605.169	-0.128219	-3.83254	
67243	605.178	-0.128216	-3.83255	
67244	605.187	-0.128215	-3.83255	
67245	605.196	-0.128215	-3.83255	
67246	605.205	-0.128311	-3.83268	
67247	605.214	-0.12829	-3.83251	
67248	605.223	-0.12829	-3.83251	
67249	605.232	-0.128291	-3.83251	
67250	605.241	-0.128292	-3.83251	
67251	605.25	-0.128206	-3.83241	
67252	605.259	-0.128219	-3.83254	
67253	605.268	-0.128217	-3.83255	
67254	605.277	-0.128215	-3.83255	
67255	605.286	-0.128214	-3.83255	
67256	605.295	-0.128311	-3.83268	
67257	605.304	-0.12829	-3.83251	
67258	605.313	-0.128291	-3.83251	
67259	605.322	-0.128291	-3.83251	
67260	605.331	-0.128291	-3.83251	
67261	605.34	-0.128206	-3.83241	
67262	605.349	-0.128219	-3.83254	
67263	605.358	-0.128216	-3.83255	
67264	605.367	-0.128215	-3.83255	
67265	605.376	-0.128215	-3.83255	
67266	605.385	-0.128311	-3.83268	
67267	605.394	-0.12829	-3.83251	
67268	605.403	-0.12829	-3.83251	
67269	605.412	-0.128291	-3.83251	
67270	605.421	-0.128291	-3.83251	
67271	605.43	-0.128205	-3.83241	
67272	605.439	-0.128219	-3.83254	
67273	605.448	-0.128217	-3.83255	
67274	605.457	-0.128215	-3.83255	
67275	605.466	-0.128215	-3.83255	
